"id_ind","id_men","region","age","sexe","etat_matri","alphabet","activite","handicap","poids"
"IND01379","MEN0507","Littoral",15,2,"Veuf",1,"Occupe",0,0.829
"IND01380","MEN1003","Sud-Ouest",24,2,"Celibataire",1,"Chomeur",0,0.926
"IND01381","MEN0610","Littoral",29,1,"Celibataire",1,"Inactif",0,0.957
"IND01382","MEN1078","Ouest",10,2,"Marie",0,"Occupe",0,1.114
"IND01383","MEN0181","Ouest",91,2,"Celibataire",1,"Occupe",0,0.832
"IND01384","MEN0229","Ouest",0,2,"Celibataire",0,"Occupe",0,0.987
"IND01385","MEN0878","Sud-Ouest",8,1,"Celibataire",1,"Inactif",0,1.186
"IND01386","MEN0575","Est",18,2,"Celibataire",1,"Occupe",0,1.006
"IND01387","MEN0758","Est",5,2,"Celibataire",1,"Inactif",0,0.873
"IND01388","MEN0328","Centre",43,2,"Marie",1,"Inactif",0,0.965
"IND01389","MEN1026","Extreme-Nord",19,2,"Marie",0,"Inactif",0,0.805
"IND01390","MEN0379","Centre",6,2,"Celibataire",1,"Inactif",0,0.821
"IND01391","MEN0527","Extreme-Nord",1,1,"Marie",1,"Inactif",0,0.902
"IND01392","MEN0773","Nord",66,2,"Celibataire",1,"Occupe",0,0.938
"IND01393","MEN1204","Est",6,1,"Celibataire",1,"Chomeur",1,0.945
"IND01394","MEN0991","Ouest",5,2,"Celibataire",1,"Inactif",0,1.067
"IND01395","MEN0958","Ouest",21,2,"Veuf",1,"Inactif",0,1.055
"IND01396","MEN0871","Extreme-Nord",0,1,"Marie",1,"Occupe",0,1.105
"IND01397","MEN0296","Adamaoua",2,2,"Veuf",1,"Inactif",0,0.833
"IND01398","MEN1484","Adamaoua",6,1,"Celibataire",1,"Occupe",1,1.075
"IND01399","MEN0354","Centre",3,2,"Celibataire",1,"Inactif",0,1.052
"IND01400","MEN1088","Est",10,2,"Divorce",1,"Occupe",0,1.005
"IND01401","MEN1500","Extreme-Nord",24,1,"Marie",1,"Occupe",0,1.195
"IND01402","MEN0030","Nord-Ouest",11,1,"Celibataire",0,"Inactif",0,0.881
"IND01403","MEN1049","Adamawa",1,2,"Marie",1,"Occupe",0,1.061
"IND01404","MEN0053","Ouest",95,2,"Celibataire",0,"Inactif",0,1.174
"IND01405","MEN0361","Littoral",10,1,"Celibataire",1,"Occupe",0,0.855
"IND01406","MEN0189","Extreme Nord",30,2,"Celibataire",0,"Occupe",0,0.838
"IND01407","MEN0045","Nord-Ouest",0,2,"Celibataire",1,"Occupe",0,1.163
"IND01408","MEN0995","Centre",10,2,"Celibataire",1,"Chomeur",0,0.81
"IND01409","MEN0207","Littoral",12,1,"Marie",1,"Occupe",0,1.01
"IND01410","MEN0171","Littoral",27,2,"Marie",1,"Inactif",1,0.928
"IND01411","MEN1303","Nord-Ouest",69,2,"Marie",1,"Occupe",0,1.2
"IND01412","MEN0826","Extreme-Nord",12,2,"Marie",1,"Occupe",0,0.847
"IND01413","MEN0679","Ouest",2,1,"Veuf",0,"Occupe",0,1.183
"IND01414","MEN1074","Centre",10,1,"Divorce",0,"Occupe",0,0.97
"IND01415","MEN0577","Nord-Ouest",12,2,"Celibataire",1,"Inactif",0,1.083
"IND01416","MEN0071","Extreme-Nord",14,1,"Celibataire",1,"Inactif",0,1.071
"IND01417","MEN0015","Centre",6,1,"Celibataire",0,"Occupe",0,1.076
"IND01418","MEN1343","Nord",24,1,"Divorce",1,"Inactif",0,1.114
"IND01419","MEN1147","Adamaoua",19,2,"Celibataire",1,"Occupe",0,1.14
"IND01420","MEN0969","Nord",19,2,"Celibataire",0,"Occupe",0,1.097
"IND01421","MEN1005","Ouest",15,1,"Celibataire",1,"Occupe",0,1.069
"IND01422","MEN0454","Extreme-Nord",24,1,"Celibataire",1,"Inactif",0,1.048
"IND01423","MEN1339","Sud",3,2,"Veuf",1,"Inactif",0,1.046
"IND01424","MEN1283","Nord",30,2,"Veuf",1,"Occupe",0,1.189
"IND01425","MEN0804","Littoral",95,2,"Celibataire",1,"Occupe",0,0.806
"IND01426","MEN0351","Centre",5,1,"Celibataire",0,"Inactif",0,1.089
"IND01427","MEN0406","Extreme-Nord",23,1,"Marie",0,"Occupe",0,1.149
"IND01428","MEN0500","Extreme-Nord",50,2,"Celibataire",1,"Inactif",0,0.802
"IND01429","MEN1354","Adamaoua",0,1,"Marie",1,"Occupe",1,1.11
"IND01430","MEN0604","Centre",15,1,"Marie",1,"Occupe",0,0.825
"IND01431","MEN1404","Ouest",11,2,"Marie",0,"Chomeur",0,1.146
"IND01432","MEN0010","Centre",30,2,"Marie",0,"Occupe",0,1.161
"IND01433","MEN0124","Nord-Ouest",8,2,"Marie",1,"Inactif",0,1.075
"IND01434","MEN0392","Est",20,1,"Marie",0,"Occupe",0,0.985
"IND01435","MEN0271","Nord",21,1,"Marie",1,"Occupe",0,1.118
"IND01436","MEN0164","Nord-Ouest",8,1,"Celibataire",1,"Occupe",0,0.984
"IND01437","MEN0533","Centre",77,1,"Celibataire",1,"Inactif",0,0.837
"IND01438","MEN0879","Extreme-Nord",23,2,"Marie",1,"Inactif",0,1.116
"IND01439","MEN1437","Extreme-Nord",35,2,"Celibataire",1,"Chomeur",0,0.996
"IND01440","MEN1383","Nord-Ouest",12,2,"Celibataire",1,"Occupe",0,0.979
"IND01441","MEN0357","Nord",5,1,"Marie",1,"Occupe",0,1.148
"IND01442","MEN1065","Est",22,1,"Veuf",1,"Chomeur",0,1.019
"IND01443","MEN1366","Littoral",20,1,"Marie",1,"Occupe",0,0.853
"IND01444","MEN1445","Sud-Ouest",17,1,"Celibataire",0,"Chomeur",0,0.989
"IND01445","MEN1448","Extreme-Nord",10,1,"Celibataire",1,"Chomeur",0,1.05
"IND01446","MEN1353","Sud-Ouest",15,1,"Marie",1,"Inactif",0,0.889
"IND01447","MEN1409","Nord-Ouest",5,1,"Celibataire",0,"Occupe",0,0.976
"IND01448","MEN0572","Centre",9,1,"Marie",1,"Inactif",0,0.916
"IND01449","MEN0898","Extreme-Nord",7,1,"Celibataire",0,"Inactif",0,1.032
"IND01450","MEN1422","Sud-Ouest",19,2,"Celibataire",0,"Inactif",0,0.806
"IND01451","MEN0388","Nord",32,1,"Celibataire",1,"Occupe",0,1.119
"IND01452","MEN0815","Est",40,1,"Marie",1,"Occupe",0,0.929
"IND01453","MEN1265","Littoral",25,2,"Marie",1,"Occupe",0,1.134
"IND01454","MEN0950","Nord",8,2,"Veuf",1,"Occupe",0,0.826
"IND01455","MEN1414","Centre",42,2,"Celibataire",1,"Occupe",1,0.869
"IND01456","MEN1177","Ouest",5,1,"Veuf",0,"Chomeur",0,1.127
"IND01457","MEN1092","Est",15,2,"Celibataire",1,"Occupe",0,1.077
"IND01458","MEN1175","Extreme-Nord",70,2,"Marie",1,"Occupe",0,1.053
"IND01459","MEN0031","Extreme-Nord",12,1,"Marie",1,"Chomeur",0,1.089
"IND01460","MEN0911","Adamaoua",5,2,"Marie",0,"Inactif",0,0.869
"IND01461","MEN0874","Littoral",23,1,"Marie",1,"Inactif",0,1.169
"IND01462","MEN1375","Littoral",95,1,"Celibataire",1,"Occupe",0,0.987
"IND01463","MEN1463","Extreme-Nord",10,2,"Marie",1,"Occupe",0,0.918
"IND01464","MEN0330","Sud",10,2,"Veuf",0,"Occupe",0,0.964
"IND01465","MEN0526","Est",13,2,"Marie",1,"Occupe",0,1.025
"IND01466","MEN0008","Littoral",40,1,"Marie",1,"Occupe",0,0.967
"IND01467","MEN1078","Est",27,1,"Marie",0,"Occupe",0,0.988
"IND01468","MEN0305","Nord-Ouest",7,1,"Marie",NA,"Inactif",0,0.992
"IND01469","MEN0238","Centre",9,1,"Divorce",1,"Occupe",0,1.068
"IND01470","MEN0097","Centre",0,2,"Celibataire",1,"Occupe",0,1.024
"IND01471","MEN0870","Est",15,1,"Celibataire",1,"Chomeur",0,1.169
"IND01472","MEN1197","Sud-Ouest",1,2,"Veuf",1,"Inactif",0,0.82
"IND01473","MEN0867","Centre",40,1,"Celibataire",1,"Chomeur",0,1.158
"IND01474","MEN0215","Littoral",9,2,"Celibataire",0,"Occupe",0,0.976
"IND01475","MEN0223","Ouest",15,1,"Veuf",1,"Inactif",0,0.804
"IND01476","MEN0111","Sud-Ouest",5,1,"Marie",1,"Occupe",0,1.114
"IND01477","MEN0585","Centre",13,2,"Celibataire",0,"Occupe",0,1.178
"IND01478","MEN0703","Centre",5,2,"Marie",1,"Inactif",1,0.891
"IND01479","MEN0758","Nord",44,1,"Celibataire",1,"Occupe",0,1.06
"IND01480","MEN1113","Nord",15,1,"Celibataire",1,"Inactif",0,1.152
"IND01481","MEN0306","Est",20,1,"Divorce",1,"Occupe",0,1.111
"IND01482","MEN1402","Nord-Ouest",10,1,"Marie",1,"Occupe",0,1.173
"IND01483","MEN0170","Extreme-Nord",33,2,"Marie",1,"Occupe",0,0.998
"IND01484","MEN1211","Nord-Ouest",95,2,"Celibataire",1,"Inactif",0,1.1
"IND01485","MEN0755","Ouest",17,1,"Celibataire",1,"Inactif",0,1.015
"IND01486","MEN1213","Extreme-Nord",45,2,"Marie",0,"Occupe",0,1.191
"IND01487","MEN0811","Extreme-Nord",30,1,"Marie",1,"Occupe",0,1.124
"IND01488","MEN1462","Extreme-Nord",30,2,"Celibataire",1,"Occupe",0,0.875
"IND01489","MEN1059","Nord",10,2,"Celibataire",1,"Inactif",0,0.837
"IND01490","MEN1355","Littoral",10,2,"Divorce",0,"Inactif",0,0.858
"IND01491","MEN0027","Centre",30,2,"Celibataire",1,"Inactif",0,0.873
"IND01492","MEN0930","Extreme-Nord",15,2,"Marie",0,"Occupe",0,1.053
"IND01493","MEN0828","Littoral",64,1,"Celibataire",0,"Inactif",0,1.181
"IND01494","MEN1364","Extreme-Nord",1,2,"Veuf",0,"Occupe",0,0.947
"IND01495","MEN0419","Centre",25,2,"Marie",1,"Inactif",0,0.857
"IND01496","MEN1383","Littoral",35,1,"Celibataire",1,"Occupe",0,1.175
"IND01497","MEN0133","Ouest",28,2,"Celibataire",0,"Occupe",0,1.125
"IND01498","MEN1291","Littoral",39,2,"Celibataire",1,"Inactif",0,1.133
"IND01499","MEN0183","Sud",4,1,"Marie",0,"Occupe",0,0.877
"IND01500","MEN0406","Nord-Ouest",40,2,"Marie",1,"Occupe",0,0.9
"IND01501","MEN0858","Extreme-Nord",8,1,"Celibataire",1,"Occupe",0,1.042
"IND01502","MEN0561","Centre",0,1,"Marie",1,"Chomeur",0,0.901
"IND01503","MEN0803","Centre",85,1,"Celibataire",1,"Occupe",0,1.041
"IND01504","MEN1019","Sud-Ouest",36,2,"Divorce",1,"Occupe",0,0.855
"IND01505","MEN0137","Nord-Ouest",65,1,"Celibataire",1,"Inactif",0,0.923
"IND01506","MEN0209","Centre",5,1,"Divorce",NA,"Inactif",0,0.808
"IND01507","MEN1033","Sud-Ouest",7,1,"Celibataire",0,"Occupe",0,1.192
"IND01508","MEN0027","Littoral",30,1,"Celibataire",1,"Chomeur",0,1.086
"IND01509","MEN1368","Littoral",95,2,"Celibataire",1,"Occupe",0,0.814
"IND01510","MEN1492","Ouest",20,2,"Marie",0,"Inactif",0,1.183
"IND01511","MEN0701","Centre",90,2,"Celibataire",1,"Occupe",0,1.176
"IND01512","MEN1497","Nord-Ouest",10,1,"Marie",1,"Occupe",0,1.021
"IND01513","MEN0501","Centre",58,1,"Celibataire",1,"Occupe",0,0.892
"IND01514","MEN0556","Extreme-Nord",15,1,"Marie",1,"Inactif",0,1.058
"IND01515","MEN0645","Centre",30,2,"Celibataire",0,"Chomeur",1,1.157
"IND01516","MEN1257","Adamaoua",29,2,"Celibataire",1,"Occupe",0,0.851
"IND01517","MEN1359","Sud-Ouest",6,1,"Celibataire",0,"Occupe",0,0.949
"IND01518","MEN0549","Est",2,1,"Marie",0,"Occupe",0,0.934
"IND01519","MEN0199","Extreme-Nord",55,1,"Marie",1,"Inactif",0,1.163
"IND01520","MEN0902","Sud-Ouest",5,1,"Divorce",1,"Inactif",0,0.995
"IND01521","MEN1138","Nord-Ouest",26,2,"Celibataire",1,"Occupe",0,1.182
"IND01522","MEN0869","Ouest",19,1,"Marie",0,"Occupe",0,1.043
"IND01523","MEN0483","Littoral",2,2,"Divorce",1,"Occupe",0,0.843
"IND01524","MEN1189","Centre",17,1,"Celibataire",1,"Occupe",0,0.84
"IND01525","MEN0798","Littoral",20,2,"Marie",1,"Inactif",0,0.869
"IND01526","MEN1346","Nord-Ouest",18,2,"Marie",0,"Inactif",0,1.137
"IND01527","MEN1302","Extreme-Nord",15,2,"Celibataire",1,"Occupe",0,1.162
"IND01528","MEN1430","Extreme-Nord",1,1,"Veuf",0,"Occupe",0,1.1
"IND01529","MEN0062","Ouest",13,2,"Veuf",0,"Chomeur",0,1.112
"IND01530","MEN1344","Nord-Ouest",40,1,"Marie",0,"Occupe",0,1.16
"IND01531","MEN0584","Sud",15,1,"Marie",1,"Inactif",0,1.045
"IND01532","MEN1018","Littoral",50,1,"Marie",1,"Occupe",0,1.076
"IND01533","MEN0537","Centre",29,2,"Celibataire",0,"Occupe",0,0.934
"IND01534","MEN0525","Centre",25,2,"Marie",1,"Occupe",0,1.167
"IND01535","MEN0565","Centre",40,2,"Celibataire",1,"Occupe",0,0.817
"IND01536","MEN1330","Sud-Ouest",4,1,"Marie",1,"Occupe",0,1.131
"IND01537","MEN1197","Sud-Ouest",4,1,"Celibataire",1,"Occupe",0,0.875
"IND01538","MEN0011","Ouest",15,1,"Marie",1,"Occupe",0,0.804
"IND01539","MEN1414","Extreme-Nord",4,2,"Celibataire",1,"Inactif",0,1.048
"IND01540","MEN1285","Littoral",17,2,"Veuf",1,"Chomeur",0,1.084
"IND01541","MEN1451","Extreme-Nord",2,2,"Marie",0,"Occupe",0,0.864
"IND01542","MEN1171","Centre",71,1,"Celibataire",0,"Occupe",1,1.013
"IND01543","MEN0881","Extreme Nord",57,2,"Celibataire",1,"Occupe",0,0.941
"IND01544","MEN0577","Ouest",5,2,"Celibataire",1,"Occupe",1,1.156
"IND01545","MEN0973","Centre",5,1,"Divorce",1,"Inactif",0,0.987
"IND01546","MEN1081","Extreme-Nord",5,2,"Marie",1,"Inactif",0,1.008
"IND01547","MEN0305","Sud",0,2,"Celibataire",NA,"Inactif",0,1.07
"IND01548","MEN0586","Sud-Ouest",32,1,"Marie",1,"Inactif",0,0.985
"IND01549","MEN0960","Centre",0,2,"Marie",1,"Occupe",0,1.143
"IND01550","MEN0773","Centre",15,1,"Divorce",0,"Chomeur",0,0.952
"IND01551","MEN1485","Centre",5,2,"Celibataire",1,"Inactif",0,1
"IND01552","MEN0523","Extreme-Nord",17,2,"Marie",1,"Inactif",0,0.879
"IND01553","MEN0585","Sud-Ouest",70,2,"Celibataire",1,"Inactif",0,0.824
"IND01554","MEN0079","Nord-Ouest",11,1,"Marie",1,"Occupe",0,1.105
"IND01555","MEN0631","Littoral",9,2,"Celibataire",0,"Inactif",0,0.816
"IND01556","MEN0158","Centre",54,1,"Marie",1,"Occupe",0,1.081
"IND01557","MEN0076","Littoral",2,2,"Celibataire",1,"Occupe",1,1.196
"IND01558","MEN0229","Littoral",95,1,"Celibataire",0,"Occupe",0,0.913
"IND01559","MEN0072","Ouest",10,2,"Celibataire",1,"Occupe",0,0.932
"IND01560","MEN1072","Sud",35,1,"Marie",1,"Inactif",0,0.841
"IND01561","MEN1164","Extreme-Nord",30,2,"Celibataire",1,"Occupe",0,0.876
"IND01562","MEN0256","Extreme-Nord",11,1,"Celibataire",0,"Occupe",1,1.008
"IND01563","MEN0693","Ouest",36,2,"Celibataire",NA,"Inactif",0,1.097
"IND01564","MEN1196","Centre",0,2,"Marie",1,"Chomeur",0,0.934
"IND01565","MEN0336","Extreme-Nord",75,1,"Divorce",0,"Occupe",0,0.862
"IND01566","MEN0801","Extreme-Nord",0,2,"Marie",1,"Occupe",0,1.105
"IND01567","MEN1431","Centre",95,2,"Celibataire",1,"Inactif",0,1.192
"IND01568","MEN0984","Adamaoua",95,1,"Veuf",1,"Occupe",0,1.189
"IND01569","MEN0716","Centre",17,1,"Marie",0,"Occupe",0,0.937
"IND01570","MEN0190","Adamawa",92,2,"Celibataire",1,"Occupe",0,1.192
"IND01571","MEN1256","Sud",35,2,"Marie",1,"Occupe",0,0.827
"IND01572","MEN1275","Centre",67,2,"Celibataire",1,"Inactif",0,0.862
"IND01573","MEN0019","Nord",5,2,"Celibataire",0,"Occupe",1,0.903
"IND01574","MEN0052","Sud-Ouest",10,2,"Marie",1,"Inactif",0,0.821
"IND01575","MEN0020","Extreme-Nord",95,1,"Divorce",0,"Occupe",0,0.861
"IND01576","MEN0074","Extreme-Nord",6,1,"Celibataire",1,"Occupe",0,1.023
"IND01577","MEN0511","Sud-Ouest",39,1,"Celibataire",1,"Inactif",0,0.884
"IND01578","MEN0532","Est",20,1,"Marie",1,"Occupe",0,0.863
"IND01579","MEN0422","Centre",6,2,"Divorce",1,"Occupe",0,0.904
"IND01580","MEN1441","Extreme-Nord",2,2,"Marie",1,"Inactif",0,1.03
"IND01581","MEN1003","Sud-Ouest",17,1,"Divorce",0,"Chomeur",0,1.022
"IND01582","MEN0653","Ouest",25,1,"Celibataire",1,"Inactif",0,1.154
"IND01583","MEN0171","Nord",25,1,"Divorce",0,"Occupe",0,0.943
"IND01584","MEN0616","Extreme-Nord",23,1,"Veuf",1,"Inactif",0,1.177
"IND01585","MEN0719","Centre",9,1,"Celibataire",1,"Occupe",0,0.908
"IND01586","MEN0176","Extreme-Nord",23,1,"Celibataire",0,"Occupe",0,1.141
"IND01587","MEN0614","Centre",30,1,"Veuf",1,"Occupe",0,0.892
"IND01588","MEN0711","Ouest",32,2,"Celibataire",1,"Occupe",0,1.069
"IND01589","MEN1276","Nord",20,1,"Marie",1,"Occupe",0,1.193
"IND01590","MEN0696","Nord-Ouest",30,1,"Celibataire",1,"Inactif",0,1.076
"IND01591","MEN0994","Extreme-Nord",5,2,"Celibataire",0,"Inactif",0,0.913
"IND01592","MEN1114","Nord",7,1,"Celibataire",1,"Inactif",0,0.922
"IND01593","MEN0179","Adamaoua",32,2,"Veuf",1,"Inactif",0,1.175
"IND01594","MEN0613","Ouest",95,1,"Marie",1,"Occupe",0,0.999
"IND01595","MEN0025","Adamaoua",15,1,"Marie",1,"Inactif",1,0.807
"IND01596","MEN1111","Sud",15,1,"Celibataire",1,"Occupe",0,1.015
"IND01597","MEN0492","Centre",25,2,"Marie",0,"Occupe",0,0.853
"IND01598","MEN0091","Littoral",14,1,"Veuf",1,"Inactif",0,0.915
"IND01599","MEN1336","Nord-Ouest",41,2,"Marie",NA,"Occupe",0,0.893
"IND01600","MEN0246","Centre",16,2,"Divorce",1,"Occupe",0,1.106
"IND01601","MEN0151","Littoral",10,1,"Celibataire",0,"Occupe",0,0.815
"IND01602","MEN0941","Ouest",62,1,"Celibataire",1,"Occupe",0,1.049
"IND01603","MEN0990","Littoral",50,2,"Marie",1,"Occupe",0,1.009
"IND01604","MEN0612","Littoral",95,1,"Marie",1,"Occupe",0,0.928
"IND01605","MEN1299","Extreme Nord",61,1,"Celibataire",0,"Occupe",0,1.098
"IND01606","MEN0726","Sud-Ouest",11,2,"Marie",1,"Occupe",0,0.991
"IND01607","MEN0468","Sud-Ouest",2,2,"Veuf",1,"Occupe",0,1.037
"IND01608","MEN0382","Ouest",10,1,"Marie",0,"Occupe",0,0.8
"IND01609","MEN0169","Nord-Ouest",20,1,"Veuf",1,"Inactif",0,1.079
"IND01610","MEN0829","Nord-Ouest",10,2,"Celibataire",1,"Occupe",1,1.051
"IND01611","MEN1116","Littoral",1,2,"Celibataire",1,"Inactif",0,0.931
"IND01612","MEN1061","Adamaoua",36,2,"Celibataire",0,"Inactif",0,0.908
"IND01613","MEN0487","Littoral",25,2,"Celibataire",0,"Chomeur",0,1.141
"IND01614","MEN0435","Nord",19,2,"Marie",1,"Inactif",0,1.149
"IND01615","MEN1421","Sud",3,1,"Divorce",1,"Occupe",0,0.835
"IND01616","MEN0400","Nord",15,2,"Marie",0,"Inactif",0,1.089
"IND01617","MEN1401","Extreme-Nord",35,1,"Divorce",1,"Inactif",0,0.824
"IND01618","MEN0302","Littoral",20,2,"Veuf",0,"Occupe",0,1.051
"IND01619","MEN0523","Centre",62,2,"Celibataire",1,"Occupe",0,0.889
"IND01620","MEN0221","Ouest",35,2,"Marie",1,"Occupe",0,1.065
"IND01621","MEN0138","Centre",80,1,"Veuf",1,"Inactif",0,0.921
"IND01622","MEN0296","Littoral",40,1,"Marie",1,"Inactif",0,0.914
"IND01623","MEN0385","Littoral",19,1,"Celibataire",1,"Chomeur",0,0.814
"IND01624","MEN0407","Extreme-Nord",7,2,"Marie",0,"Inactif",0,0.869
"IND01625","MEN0241","Littoral",49,2,"Divorce",1,"Inactif",0,1.186
"IND01626","MEN0098","Extreme-Nord",39,1,"Marie",0,"Occupe",0,1.198
"IND01627","MEN0096","Littoral",2,2,"Divorce",NA,"Inactif",0,0.913
"IND01628","MEN1487","Sud-Ouest",67,2,"Divorce",1,"Occupe",0,1.027
"IND01629","MEN0263","Nord-Ouest",20,2,"Celibataire",1,"Occupe",0,1.004
"IND01630","MEN0043","Littoral",20,1,"Marie",1,"Occupe",0,1.154
"IND01631","MEN0440","Littoral",8,1,"Celibataire",1,"Inactif",0,1.176
"IND01632","MEN0686","Centre",31,1,"Marie",0,"Inactif",0,0.839
"IND01633","MEN0501","Littoral",39,2,"Marie",NA,"Chomeur",0,0.962
"IND01634","MEN1119","Sud",77,1,"Celibataire",1,"Inactif",0,1.161
"IND01635","MEN0535","Littoral",6,1,"Marie",1,"Chomeur",0,0.936
"IND01636","MEN0276","Extreme Nord",5,1,"Marie",0,"Inactif",0,0.85
"IND01637","MEN0062","Centre",6,1,"Celibataire",0,"Occupe",0,0.884
"IND01638","MEN0904","Littoral",25,2,"Marie",0,"Occupe",0,1.132
"IND01639","MEN0624","Littoral",56,2,"Celibataire",0,"Occupe",0,1.053
"IND01640","MEN0906","Centre",30,2,"Marie",0,"Occupe",0,0.98
"IND01641","MEN0912","Centre",26,1,"Divorce",1,"Inactif",0,1.018
"IND01642","MEN1119","Est",15,2,"Marie",0,"Inactif",0,0.908
"IND01643","MEN0481","Est",1,1,"Celibataire",1,"Occupe",0,1.105
"IND01644","MEN0007","Extreme-Nord",5,2,"Marie",1,"Inactif",1,0.916
"IND01645","MEN0742","Est",15,2,"Celibataire",1,"Inactif",0,1.17
"IND01646","MEN0910","Centre",19,2,"Celibataire",1,"Inactif",0,0.915
"IND01647","MEN0412","Extreme-Nord",10,1,"Celibataire",1,"Inactif",0,1.018
"IND01648","MEN1273","Nord-Ouest",5,2,"Celibataire",1,"Occupe",0,1.083
"IND01649","MEN0058","Centre",1,1,"Celibataire",1,"Occupe",0,0.882
"IND01650","MEN1313","Extreme-Nord",8,1,"Marie",1,"Inactif",0,0.973
"IND01651","MEN1334","Extreme-Nord",5,2,"Marie",1,"Inactif",0,1.103
"IND01652","MEN1029","Littoral",33,1,"Celibataire",1,"Occupe",0,0.853
"IND01653","MEN0208","Extreme-Nord",75,1,"Celibataire",1,"Occupe",0,0.857
"IND01654","MEN0249","Adamawa",27,2,"Celibataire",1,"Occupe",0,0.98
"IND01655","MEN0233","Est",35,1,"Marie",1,"Inactif",0,0.815
"IND01656","MEN1472","Nord",0,1,"Celibataire",1,"Occupe",0,0.932
"IND01657","MEN0927","Centre",32,2,"Celibataire",0,"Occupe",0,1.103
"IND01658","MEN0382","Nord-Ouest",23,2,"Marie",0,"Chomeur",0,1.134
"IND01659","MEN0691","Nord-Ouest",11,2,"Marie",0,"Inactif",0,1.191
"IND01660","MEN1099","Nord-Ouest",3,1,"Marie",1,"Occupe",0,0.804
"IND01661","MEN1063","Extreme-Nord",11,1,"Celibataire",1,"Occupe",0,0.867
"IND01662","MEN0073","Littoral",4,1,"Marie",1,"Occupe",0,1.151
"IND01663","MEN1144","Sud",13,1,"Marie",0,"Occupe",1,1.022
"IND01664","MEN0760","Adamawa",8,1,"Celibataire",1,"Occupe",0,0.886
"IND01665","MEN0109","Littoral",53,1,"Celibataire",1,"Chomeur",0,0.854
"IND01666","MEN1198","Littoral",24,1,"Celibataire",1,"Inactif",0,0.897
"IND01667","MEN0800","Extreme-Nord",20,1,"Marie",1,"Inactif",0,0.957
"IND01668","MEN0355","Ouest",75,1,"Celibataire",1,"Chomeur",0,1.034
"IND01669","MEN1083","Est",0,2,"Marie",1,"Occupe",0,1.112
"IND01670","MEN0637","Nord-Ouest",57,1,"Veuf",1,"Occupe",0,0.955
"IND01671","MEN0896","Extreme Nord",40,2,"Marie",1,"Occupe",0,1.028
"IND01672","MEN0253","Centre",56,2,"Celibataire",0,"Inactif",1,1.198
"IND01673","MEN0213","Ouest",15,1,"Marie",0,"Inactif",0,0.928
"IND01674","MEN1339","Nord",0,1,"Marie",1,"Occupe",0,0.938
"IND01675","MEN0034","Centre",22,2,"Celibataire",0,"Occupe",0,1.042
"IND01676","MEN0281","Centre",17,2,"Veuf",1,"Occupe",0,1.018
"IND01677","MEN0894","Ouest",86,1,"Celibataire",1,"Inactif",0,0.922
"IND01678","MEN0251","Littoral",6,1,"Marie",1,"Occupe",0,0.826
"IND01679","MEN0433","Nord",42,2,"Veuf",1,"Inactif",0,0.91
"IND01680","MEN0959","Nord",68,2,"Divorce",0,"Occupe",0,0.884
"IND01681","MEN1194","Nord-Ouest",0,1,"Celibataire",NA,"Occupe",0,0.902
"IND01682","MEN1400","Centre",0,2,"Celibataire",0,"Chomeur",0,1.174
"IND01683","MEN0722","Sud",30,2,"Celibataire",0,"Occupe",0,0.924
"IND01684","MEN0091","Adamaoua",10,2,"Celibataire",1,"Occupe",0,0.945
"IND01685","MEN0298","Adamawa",10,1,"Celibataire",1,"Occupe",0,0.96
"IND01686","MEN1480","Littoral",55,2,"Marie",1,"Occupe",0,1.099
"IND01687","MEN1484","Adamawa",24,2,"Marie",1,"Inactif",0,0.95
"IND01688","MEN0760","Littoral",27,2,"Marie",0,"Occupe",0,1.05
"IND01689","MEN0017","Extreme-Nord",10,2,"Celibataire",1,"Occupe",0,0.891
"IND01690","MEN0507","Littoral",25,2,"Veuf",1,"Inactif",0,1.198
"IND01691","MEN1466","Nord-Ouest",23,2,"Marie",0,"Occupe",0,1.079
"IND01692","MEN0845","Ouest",10,1,"Celibataire",0,"Occupe",1,1.101
"IND01693","MEN0712","Sud-Ouest",2,2,"Marie",0,"Occupe",1,0.993
"IND01694","MEN0010","Centre",27,1,"Celibataire",1,"Inactif",0,0.966
"IND01695","MEN0990","Centre",11,1,"Marie",1,"Inactif",1,1.129
"IND01696","MEN0122","Ouest",25,2,"Celibataire",1,"Occupe",0,1.151
"IND01697","MEN1188","Centre",14,2,"Marie",1,"Occupe",0,1.164
"IND01698","MEN1305","Littoral",4,2,"Marie",0,"Occupe",0,0.875
"IND01699","MEN1213","Centre",41,1,"Divorce",1,"Inactif",1,1.143
"IND01700","MEN0607","Centre",21,2,"Marie",1,"Inactif",0,0.96
"IND01701","MEN1082","Centre",2,1,"Marie",NA,"Occupe",0,0.851
"IND01702","MEN0846","Ouest",60,2,"Celibataire",1,"Occupe",0,1.035
"IND01703","MEN1495","Nord-Ouest",11,2,"Celibataire",1,"Occupe",0,0.902
"IND01704","MEN0705","Centre",40,2,"Celibataire",1,"Occupe",0,0.934
"IND01705","MEN0344","Centre",2,2,"Marie",0,"Occupe",0,1.192
"IND01706","MEN0385","Extreme-Nord",95,1,"Celibataire",0,"Occupe",0,0.942
"IND01707","MEN0068","Nord",30,2,"Veuf",1,"Occupe",0,0.896
"IND01708","MEN0571","Littoral",45,2,"Marie",0,"Inactif",0,1.199
"IND01709","MEN0644","Centre",67,2,"Celibataire",1,"Occupe",0,1.012
